Batch,Company,Founder_or_company,LinkedIn,Twitter,Github
2025_Winter,Edexia,,https://www.linkedin.com/in/daniel-gibbon-/,,
2025_Winter,Edexia,,https://www.linkedin.com/in/nathan-wang-b73966235/,,
2025_Winter,Edexia,Edexia,https://www.linkedin.com/company/edexia-ai/,https://x.com/EdexiaAi,
2025_Winter,Haleum,,https://www.linkedin.com/in/adarshambati/,https://x.com/AmbatiAdarsh,
2025_Winter,Haleum,,https://www.linkedin.com/in/gupta-ansh,,
2025_Winter,Haleum,,https://www.linkedin.com/in/aditya-v-iyengar/,,
2025_Winter,Haleum,Haleum,https://www.linkedin.com/company/haleum,https://x.com/sophrisai,
2025_Winter,Cifrato,,https://www.linkedin.com/in/juan-pisco/,,
2025_Winter,Cifrato,Cifrato,https://www.linkedin.com/company/cifrato,,
2025_Winter,Invo,,https://linkedin.com/in/patrickrfoster,,
2025_Winter,Invo,Invo,https://www.linkedin.com/company/invo-ai,,
2025_Winter,A0_Dev,,https://linkedin.com/in/seth-setse-0641b6175,https://twitter.com/SethSetse,
2025_Winter,A0_Dev,,https://linkedin.com/in/omolewa,https://www.twitter.com/TheDonAyo,
2025_Winter,A0_Dev,a0.dev,https://www.linkedin.com/company/a0-dev,https://x.com/a0_dev,
2025_Winter,Exla,,https://www.linkedin.com/in/pranavnair311/,,
2025_Winter,Exla,,https://linkedin.com/in/viraatdas,https://x.com/therealviraat,
2025_Winter,Exla,Exla – Run datacenter models on edge devices,https://www.linkedin.com/in/viraatdas/,,
2025_Winter,Exla,Exla,https://www.linkedin.com/company/exla-corp,https://x.com/exla_ai,
2025_Winter,Cenote,,https://www.linkedin.com/in/kofi-ansong-89294016a/,,
2025_Winter,Cenote,,https://www.linkedin.com/in/gaoxk/,,
2025_Winter,Cenote,Cenote - Back office automation for specialist medical clinics,https://www.linkedin.com/in/kofi-ansong-89294016a/,,
2025_Winter,Cenote,Cenote,https://www.linkedin.com/company/105877840/admin/dashboard/,,
2025_Winter,Subimage,,https://www.linkedin.com/in/alexchantavy/,https://twitter.com/alexchantavy,
2025_Winter,Subimage,,https://www.linkedin.com/in/kunaals/,https://x.com/kunaalsikka,
2025_Winter,Subimage,SubImage: Software that maps your infrastructure,https://www.linkedin.com/in/alexchantavy/,,https://github.com/cartography-cncf/cartography
2025_Winter,Subimage,SubImage,https://www.linkedin.com/company/subimagesec,https://x.com/subimagesec,
2025_Winter,Asteroid,,https://www.linkedin.com/in/davidmlcoch/,https://x.com/MlcochDavid,
2025_Winter,Asteroid,,https://www.linkedin.com/in/joehewett/,https://x.com/simulated_land,
2025_Winter,Asteroid,Asteroid,https://www.linkedin.com/company/asteroidai/,https://x.com/asteroid_inc,https://x.com/asteroid_inc
2025_Winter,Cedar,,https://linkedin.com/in/jesseli751,https://x.com/fish_in_a_pool,
2025_Winter,Cedar,,https://linkedin.com/in/isabelle-i,https://x.com/isabelleilyia,
2025_Winter,Cedar,Cedar,https://www.linkedin.com/company/cedarcopilot,,https://github.com/CedarCopilot/cedar-OS
2025_Winter,Mesh_2,,https://www.linkedin.com/in/erinkim720/,,
2025_Winter,Mesh_2,,https://www.linkedin.com/in/nandiniramakrishnan/,,
2025_Winter,Mesh_2,Mesh - AI Bookkeeper for Startups 📒,https://www.linkedin.com/in/erinkim720/,,
2025_Winter,Mesh_2,Mesh,https://www.linkedin.com/company/usemesh,,
2025_Winter,Trace,,https://www.linkedin.com/in/saner-cakir-697385300/,https://x.com/sanerc110,
2025_Winter,Trace,,https://www.linkedin.com/in/kayla-lee-715149160/,,
2025_Winter,Trace,Trace 📞 - AI Customer Support Agents for Banks and Fintechs,https://www.linkedin.com/in/saner-cakir-697385300/,,
2025_Winter,Trace,Trace,https://www.linkedin.com/company/tracetechnologies,,
2025_Winter,Maive,,https://www.linkedin.com/in/david-tondreau/,https://x.com/dtond_,
2025_Winter,Maive,,https://www.linkedin.com/in/willcray/,https://x.com/willcloudcray,
2025_Winter,Maive,Maive,https://www.linkedin.com/company/maive-ai/,https://x.com/maive_ai,https://x.com/maive_ai
2025_Winter,Harbera,,https://www.linkedin.com/in/sophia-c-07a508b8/,,
2025_Winter,Harbera,,https://www.linkedin.com/in/veronicanutting/,,
2025_Winter,Harbera,Harbera 🏥 AI healthcare provider credentialing,https://www.linkedin.com/in/veronicanutting/,,
2025_Winter,Harbera,Harbera,https://www.linkedin.com/company/harbera,,
2025_Winter,Finbar,,https://www.linkedin.com/in/edward-huang-cfa-8807b4149/,,
2025_Winter,Finbar,,https://www.linkedin.com/in/robin-gan-180060126,,
2025_Winter,Finbar,finbar,https://linkedin.com/company/fin-bar,,
2024_Summer,Orcaengine,,https://www.linkedin.com/in/ege-kaan-duman-445731173/,https://x.com/egekduman,
2024_Summer,Orcaengine,,https://www.linkedin.com/in/alikav/,,
2024_Summer,Orcaengine,,https://linkedin.com/in/raveen-kariyawasam-84b368295,,
2024_Summer,Orcaengine,Simplifine | 🌟 AI-powered Workspace for Researchers,https://www.linkedin.com/in/raveen-kariyawasam-84b368295/,,
2024_Summer,Orcaengine,Orca,https://www.linkedin.com/company/simplifinecorp/,https://x.com/orca_gamedev,
2024_Summer,Abel_Police,,https://www.linkedin.com/in/daniel-francis/,,
2024_Summer,Anthrogen,,https://www.linkedin.com/in/ankit-singhal-columbia/,,
2024_Summer,Anthrogen,,https://www.linkedin.com/in/connor-lee-692a40263,,
2024_Summer,Anthrogen,Anthrogen,https://www.linkedin.com/company/anthrogen/,https://x.com/AnthrogenBio,
2024_Summer,Rowboat_Labs,,https://linkedin.com/in/arjunmaheswaran,https://twitter.com/segmenta,
2024_Summer,Rowboat_Labs,,https://www.linkedin.com/in/ramnique,,
2024_Summer,Rowboat_Labs,RowBoat Labs - LLM agents for human-like customer support,https://linkedin.com/in/arjunmaheswaran,,
2024_Summer,Rowboat_Labs,RowBoat Labs,https://www.linkedin.com/company/rowboat-labs/,,https://github.com/rowboatlabs/rowboat
2024_Summer,Spaceium_Inc,,https://linkedin.com/in/ashi-dissanayake,,
2024_Summer,Spaceium_Inc,,https://linkedin.com/in/rezafetanat,,
2024_Summer,Spaceium_Inc,🚀 Spaceium: Automated space stations that refuel and repair spacecraft in orbit,https://linkedin.com/in/ashi-dissanayake,https://x.com/SpaceiumInc,
2024_Summer,Spaceium_Inc,Spaceium Inc,https://www.linkedin.com/company/spaceium-inc,,
2024_Summer,Outerport,,https://linkedin.com/in/tovacinni,https://x.com/yongyuanxi,
2024_Summer,Outerport,,https://www.linkedin.com/in/allenhw,https://x.com/a11enhw,
2024_Summer,Outerport,Outerport,https://www.linkedin.com/company/outerport,https://x.com/outerport,
2024_Summer,Soff,,https://www.linkedin.com/in/hausleitnerb/,https://x.com/BernhardHausle1,
2024_Summer,Soff,Soff,https://www.linkedin.com/company/soff-ai,https://www.x.com/soff_hq,
2024_Summer,Roger_2,,https://www.linkedin.com/in/rithwikpattikonda,https://x.com/rithwikpat,
2024_Summer,Roger_2,Roger,https://www.linkedin.com/company/augmentbiz/,,
2024_Summer,Comfy_Deploy,,https://www.linkedin.com/in/nick-kao-468540174/,https://twitter.com/nicholaskkao,
2024_Summer,Comfy_Deploy,,https://www.linkedin.com/in/benny-kok-226a52127/,https://twitter.com/BennyKokMusic,
2024_Summer,Comfy_Deploy,Comfy Deploy,https://www.linkedin.com/company/comfy-deploy,https://x.com/comfydeploy,https://x.com/comfydeploy
2024_Summer,Remade,,https://www.linkedin.com/in/alex-matthews-1b282918b/,,
2024_Summer,Remade,,https://www.linkedin.com/in/christos-antonopoulos-6534031b0/,https://x.com/Christos_antono,
2024_Summer,Remade,,https://www.linkedin.com/in/blendibylygbashi/,https://x.com/BlendiByl,
2024_Summer,Remade,,https://www.linkedin.com/in/rehan-sheikh-1102,https://x.com/rehan_shei,
2024_Summer,Remade,Remade,https://www.linkedin.com/company/104217651,https://x.com/Remade_AI,https://x.com/Remade_AI
2024_Summer,Distro,,https://linkedin.com/in/jasoncsullivan,,
2024_Summer,Distro,Distro,https://www.linkedin.com/company/distro-ai-app,,
2024_Summer,Bayesline,,https://www.linkedin.com/in/sebastianjanisch/,,
2024_Summer,Bayesline,,https://www.linkedin.com/in/mishavanbeek/,,
2024_Summer,Bayesline,Bayesline - Blazingly fast analytics for Investment Managers,https://www.linkedin.com/in/sebastianjanisch/,,
2024_Summer,Bayesline,Bayesline,https://www.linkedin.com/company/bayesline,,https://github.com/orgs/Bayesline
2024_Summer,Synnax,,https://www.linkedin.com/in/emiliano-bonilla-8a0a95187/,https://x.com/Emilbon99,
2024_Summer,Synnax,,https://www.linkedin.com/in/patrick-dotson/,https://x.com/pj_dotson,
2024_Summer,Synnax,,https://www.linkedin.com/in/elham-islam-/,https://x.com/ElhamIslam_,
2024_Summer,Synnax,Synnax - The software infrastructure for operating & observing complex hardware,https://www.linkedin.com/in/patrick-dotson/,,
2024_Summer,Synnax,Synnax,https://www.linkedin.com/company/synnaxlabs/,https://x.com/synnaxlabs,
2024_Summer,Storia_Ai,,https://www.linkedin.com/in/iulia-raluca-turc/,https://twitter.com/juliarturc,
2024_Summer,Storia_Ai,Storia: A contextual AI pair programmer for developer teams,https://www.linkedin.com/in/iulia-raluca-turc/,,
2024_Summer,Storia_Ai,Storia AI,https://www.linkedin.com/company/storia-ai/,https://x.com/StoriaAI,https://x.com/StoriaAI
2024_Summer,Expand_Ai,,https://linkedin.com/in/tim-suchanek-08219346,https://twitter.com/timsuchanek,
2024_Summer,Expand_Ai,expand.ai,https://www.linkedin.com/company/use-expand-ai/,https://x.com/getexpandai,https://x.com/getexpandai
2024_Summer,Ontra_Mobility,,https://linkedin.com/in/anthony-trasatti,,
2024_Summer,Ontra_Mobility,,https://linkedin.com/in/connortriley,https://twitter.com/connortriley,
2024_Summer,Ontra_Mobility,Ontra Mobility,https://www.linkedin.com/company/103812625/,,https://github.com/mobility-solutions-inc
2024_Summer,Conductor,,https://www.linkedin.com/in/charlieholtz,https://x.com/charlieholtz,
2024_Summer,Conductor,,https://www.linkedin.com/in/jacksondecampos/,https://x.com/jacksondecampos,
2024_Summer,Conductor,Conductor — Run a bunch of Claude Codes in parallel,,https://x.com/charliebholtz/status/1935029747815432505,
2024_Summer,Conductor,Conductor,https://www.linkedin.com/company/meltylabs,https://x.com/conductor_build,https://x.com/conductor_build
2024_Summer,Vera_Health,,https://www.linkedin.com/in/taiebbennani/,,
2024_Summer,Vera_Health,,https://www.linkedin.com/in/maxime-allouch/,https://x.com/_maximall,
2024_Summer,Vera_Health,Vera Health - Accelerating evidence-based healthcare,https://www.linkedin.com/in/taiebbennani/,,
2024_Summer,Vera_Health,Vera Health,https://www.linkedin.com/company/vera-health-ai/,https://x.com/veracity_ai,
2024_Summer,Mdhub,,https://www.linkedin.com/in/dominik-middelmann-01232378/,,
2024_Summer,Mdhub,,https://linkedin.com/in/efrenal,https://twitter.com/ealamolda,
2024_Summer,Mdhub,mdhub,https://www.linkedin.com/company/mdhub-ai,,
2024_Summer,Glasskube,,https://linkedin.com/in/louiswaefler,https://twitter.com/thekubernaut,
2024_Summer,Glasskube,,https://linkedin.com/in/pmigat,https://twitter.com/pmigat,
2024_Summer,Glasskube,"Distr – The Open Source Control Plane for Self-Managed, BYOC, and On-Prem Deployments",https://www.linkedin.com/in/pmigat/,,https://github.com/glasskube/distr
2024_Summer,Glasskube,Glasskube,https://www.linkedin.com/company/glasskube/,https://twitter.com/glasskube,https://www.ycombinator.com/companies/github.com/glasskube/distr/
2024_Summer,Tabula,,https://www.linkedin.com/in/tim-hermes/,,
2024_Summer,Tabula,,https://linkedin.com/in/markus-jungnickel,,
2024_Summer,Tabula,,https://linkedin.com/in/kilian-j,,
2024_Summer,Tabula,Tabular - AI Autopilot for Accounting Firms,https://linkedin.com/in/markus-jungnickel,,
2024_Summer,Tabula,Tabula,https://www.linkedin.com/company/tabula-accounting,,
2024_Summer,Parahelp,,https://linkedin.com/in/anker-bach-ryhl,https://twitter.com/ankerbachryhl,
2024_Summer,Parahelp,,https://linkedin.com/in/mads-lunau-liechti-a51210185,https://twitter.com/MadsLunau,
2024_Summer,Parahelp,Parahelp,https://www.linkedin.com/company/parahelp-ai,,
2024_Summer,Ledgerup,,https://linkedin.com/in/bailey-spell-b487ab149,https://twitter.com/baileygspell,
2024_Summer,Ledgerup,LedgerUp: Handle all Billing from Slack,https://www.linkedin.com/in/joseph-johnson-/,,
2024_Summer,Ledgerup,LedgerUp,https://www.linkedin.com/company/ledgerup-ai,https://x.com/tryLedgerUp,
2024_Summer,Surebright,,https://www.linkedin.com/in/manishchauhan01/,,
2024_Summer,Surebright,,https://www.linkedin.com/in/sanketmunjal/,,
2024_Summer,Surebright,SureBright: Offer your own Apple Care-like warranty program in 10 minutes!,https://www.linkedin.com/in/manishchauhan01/,,
2024_Summer,Surebright,SureBright,https://www.linkedin.com/company/surebright/,,
2024_Summer,Weel,,https://www.linkedin.com/in/rapha%C3%ABl-krief-237a79217/,,
2024_Summer,Weel,,https://www.linkedin.com/in/david-de-rothschild-1998afd0210/,,
2024_Summer,Weel,,https://www.linkedin.com/in/samuel-marciano/,,
2024_Summer,Weel,Weel,https://www.linkedin.com/company/weel-inc/,,
2024_Summer,Entropy,,https://linkedin.com/in/rabii-malik,https://x.com/TheRabiiMalik,
2024_Summer,Entropy,,https://linkedin.com/in/hashimrehman,https://x.com/hxshim__,
2024_Summer,Entropy,Entropy,https://www.linkedin.com/company/entropyhealth/,,
2024_Summer,Propaya,,https://www.linkedin.com/in/ruide-reader-wang-70bb31166/,,
2024_Summer,Propaya,,https://www.linkedin.com/in/jacob-golas/,,
2024_Summer,Propaya,Propaya: AI Commercial Lease Abstractions and Reviews,https://www.linkedin.com/company/propaya/,,
2024_Summer,Propaya,Propaya,https://www.linkedin.com/company/propaya/,https://x.com/PropayaOfficial,
2024_Summer,Ember_Robotics,,https://www.linkedin.com/in/shivanicm,,
2024_Summer,Ember_Robotics,,https://www.linkedin.com/in/ritikashrivastava/,,
2024_Summer,Ember_Robotics,Ember Robotics,https://www.linkedin.com/company/ember-robotics,,
2024_Summer,Ai_2,,https://www.linkedin.com/in/caleb-m-harris,https://twitter.com/the_yuppy,
2024_Summer,Ai_2,,https://linkedin.com/in/herbert-turner-1b511b238,,
2024_Summer,Ai_2,📃 &AI - Automate patent due diligence in an instant,https://www.linkedin.com/in/caleb-m-harris/,,
2024_Summer,Ai_2,&AI,https://www.linkedin.com/company/and-ai/,https://x.com/tryandai,
2024_Summer,The_Synthesis_Company,,https://linkedin.com/in/knouroozi,https://twitter.com/CyrusOfEden,
2024_Summer,The_Synthesis_Company,,https://www.linkedin.com/in/amir--mehr/,https://twitter.com/ammirsm,
2024_Summer,The_Synthesis_Company,Zenbase: Continuous prompt optimization from DSPy core contributors,https://linkedin.com/in/knouroozi/,,https://github.com/stanfordnlp/dspy
2024_Summer,The_Synthesis_Company,The Synthesis Company,https://www.linkedin.com/company/synthesisco,https://x.com/zenbaseai,https://x.com/zenbaseai
2024_Summer,Decisional_Ai,,https://www.linkedin.com/in/tandondhruv/,https://x.com/groovetandon,
2024_Summer,Decisional_Ai,,https://www.linkedin.com/in/neerajkanuri,,
2024_Summer,Decisional_Ai,,https://www.linkedin.com/in/aditsanghvi/,,
2024_Summer,Decisional_Ai,Decisional AI,https://www.linkedin.com/company/decisional-ai/,https://twitter.com/getdecisional,
2024_Summer,Dmodel,,https://www.linkedin.com/in/daniel-h-moon,https://twitter.com/dmooooon,
2024_Summer,Dmodel,,https://www.linkedin.com/in/ani-sh,https://twitter.com/AnishTondwalkar,
2024_Summer,Dmodel,dmodel,https://www.linkedin.com/company/dmodel/,https://x.com/d_model_ai,
2024_Summer,Omnidock,,https://linkedin.com/in/shayan-zakerzadeh,,
2024_Summer,Omnidock,,https://www.linkedin.com/in/SebRoe,,
2024_Summer,Omnidock,omnidock: The OS for global e-commerce expansion,https://linkedin.com/in/shayan-zakerzadeh,,
2024_Summer,Omnidock,omnidock,https://www.linkedin.com/company/omnidock-ycs24,,
2024_Summer,Leviathan,,https://linkedin.com/in/samcrombie,https://twitter.com/SamuelCrombie,
2024_Summer,Leviathan,Actionbase: An SDK for automating popular sites,https://linkedin.com/in/samcrombie,,
2024_Summer,Leviathan,Leviathan,https://www.linkedin.com/company/leviathanencyclopedia/,https://x.com/SamuelCrombie,
2024_Summer,Formula_Insight,,https://www.linkedin.com/in/will-tong-04046a162/,https://x.com/yingertong,
2024_Summer,Formula_Insight,,https://www.linkedin.com/in/stefan-raghavan-957204a1/,https://x.com/stefanraghavan,
2024_Summer,Formula_Insight,Formula Insight,https://www.linkedin.com/company/formula-insight/,https://x.com/FormulaInsight,
2024_Summer,Elevate_2,,https://www.linkedin.com/in/scott-cara-31829041,https://twitter.com/scara29,
2024_Summer,Elevate_2,Elevate - AI-powered data management for roll-ups,https://www.linkedin.com/in/scott-cara-31829041/,,
2024_Summer,Elevate_2,Elevate,https://www.linkedin.com/company/elev4te-ai,https://x.com/useElevateAI,https://x.com/useElevateAI
2024_Summer,Gauge,,https://linkedin.com/in/caelean,https://twitter.com/the1024th,
2024_Summer,Gauge,,https://www.linkedin.com/in/evan-doyle-060b0ab9,https://x.com/evandoyleDEV,
2024_Summer,Gauge,Gauge,https://linkedin.com/company/gauge-sh,https://x.com/gauge_sh,
2024_Summer,Baseline_Ai,,https://linkedin.com/in/zoesheill,,
2024_Summer,Baseline_Ai,,https://linkedin.com/in/nabil-baugher-93822a18a,,
2024_Summer,Baseline_Ai,Baseline AI: AI Document Creation + Data Management for Clinical Trials,https://linkedin.com/in/nabil-baugher-93822a18a,,
2024_Summer,Baseline_Ai,Baseline AI,https://www.linkedin.com/company/baseline-trials/,,
2024_Summer,Pipeshift,,https://linkedin.com/in/arkoc,,
2024_Summer,Pipeshift,,https://linkedin.com/in/enrique-ferrao,https://x.com/FerraoEnrique,
2024_Summer,Pipeshift,,https://linkedin.com/in/pranavreddyg,https://x.com/pranavreddyg,
2024_Summer,Pipeshift,Pipeshift,https://linkedin.com/company/pipeshift,https://x.com/pipeshiftai,
2024_Summer,Panora,,https://linkedin.com/in/rflih,https://twitter.com/rflih_,
2024_Summer,Panora,Panora,https://www.linkedin.com/company/usepanora/,https://twitter.com/getpanora,https://github.com/panoratech
2024_Summer,Village_Labs,,https://linkedin.com/in/rogercawdette,,
2024_Summer,Village_Labs,,https://linkedin.com/in/tchowd,https://twitter.com/tchowd_,
2024_Summer,Village_Labs,Village Labs,https://www.linkedin.com/company/village-labs-coops,,
2024_Summer,Plume,,https://www.linkedin.com/in/edouard-labarthe/,,
2024_Summer,Plume,Plume,https://www.linkedin.com/company/plumefinder,,
2024_Summer,Zettascale,,https://www.linkedin.com/in/almqv,https://x.com/fcvprzhfgsybj,
2024_Summer,Zettascale,,https://www.linkedin.com/in/prithvi-raj-eng/,https://x.com/pritrajguy,
2024_Summer,Zettascale,Exa Laboratories - 27.6x more efficient chips for AI 🔥🚀,https://www.linkedin.com/in/almqv/,,
2024_Summer,Zettascale,Zettascale,https://www.linkedin.com/company/zettascale-computing-corp,https://x.com/thezettascale,https://x.com/thezettascale
2024_Summer,Thunder_Compute,,https://www.linkedin.com/in/cpeterson42,https://twitter.com/carl_petey,
2024_Summer,Thunder_Compute,,https://www.linkedin.com/in/brian-model/,,
2024_Summer,Thunder_Compute,Thunder Compute: Launch GPU instances in one click for 80% less,https://www.linkedin.com/in/cpeterson42,,
2024_Summer,Thunder_Compute,Thunder Compute,https://www.linkedin.com/company/102863366,https://x.com/ThunderCompute,
2024_Summer,Bits_To_Atoms,,https://www.linkedin.com/in/john-robison-b891a7303?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app,,
2024_Summer,Bits_To_Atoms,,https://www.linkedin.com/in/shaashwat-sharma-b0a516195,,
2024_Summer,Bits_To_Atoms,Standard Data - AI Data Analyst for manufacturers,https://www.linkedin.com/in/john-robison-b891a7303?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app,,
2024_Summer,Bits_To_Atoms,Bits to Atoms,https://www.linkedin.com/company/bits-to-atoms-incorporated/,,
2024_Summer,Lumenary,,https://www.linkedin.com/in/vivekhaz/,https://twitter.com/vivekhaz,
2024_Summer,Lumenary,,https://www.linkedin.com/in/daniel-dipietro/,https://twitter.com/dandipietro1,
2024_Summer,Lumenary,,https://www.linkedin.com/in/johnmccambr,,
2024_Summer,Lumenary,Lumenary,https://www.linkedin.com/company/lumenary-tech/,https://x.com/try_solar,
2024_Summer,Dench_Com,,https://www.linkedin.com/in/markrachapoom/,https://www.twitter.com/markrachapoom,
2024_Summer,Dench_Com,,https://www.linkedin.com/in/kumareth,https://twitter.com/kumareth,
2024_Summer,Dench_Com,Dench.com,https://www.linkedin.com/company/denchcom,https://twitter.com/dench_com,https://github.com/orgs/MerseOriginals
2024_Summer,Beebettor,,https://linkedin.com/in/jordan-murphy-645319178,,
2024_Summer,Beebettor,,https://www.linkedin.com/in/mathyou-wolfe,https://twitter.com/matthew_wolfe_,
2024_Summer,Beebettor,BeeBettor: Robinhood for sports betting,https://linkedin.com/in/jordan-murphy-645319178,,
2024_Summer,Beebettor,BeeBettor,https://www.linkedin.com/company/beebettor,https://x.com/BeeBettor,
2024_Summer,Dataleap,,https://linkedin.com/in/jandamm,https://twitter.com/jh_damm,
2024_Summer,Dataleap,,https://linkedin.com/in/janruettinger,https://twitter.com/jan_ruettinger,
2024_Summer,Dataleap,Dataleap - Claude Code for Business Users,https://www.linkedin.com/in/janruettinger/,,
2024_Summer,Dataleap,Dataleap,https://www.linkedin.com/company/dataleap-inc/,https://x.com/dataleapHQ,
2024_Summer,Laminar,,https://www.linkedin.com/in/skull8888888/,https://twitter.com/skull8888888888,
2024_Summer,Laminar,,https://www.linkedin.com/in/dinmukhamedm,https://twitter.com/din_mlb,
2024_Summer,Laminar,Laminar,https://www.linkedin.com/company/lmnr-ai/,,https://github.com/lmnr-ai/lmnr
2024_Summer,Arva_Ai,,https://linkedin.com/in/rhim-shah,,
2024_Summer,Arva_Ai,,https://linkedin.com/in/oliverfwales,,
2024_Summer,Arva_Ai,Arva AI — AI agents for instant global KYB onboarding,https://www.linkedin.com/company/arva-ai/,,
2024_Summer,Arva_Ai,Arva AI,https://www.linkedin.com/company/arva-ai/,https://x.com/arva_ai,https://x.com/arva_ai
2024_Summer,Miru_Ml,,https://linkedin.com/in/armeltalla,https://twitter.com/armelwtalla,
2024_Summer,Miru_Ml,,https://linkedin.com/in/vedantnair,https://x.com/vedantnair__,
2024_Summer,Miru_Ml,,https://linkedin.com/in/benjamin-smidt,,
2024_Summer,Miru_Ml,Miru - Deployment infrastructure for Robotics and IoT 🦾,https://linkedin.com/in/vedantnair,,
2024_Summer,Miru_Ml,Miru,https://www.linkedin.com/company/miruml,https://x.com/mirurobotics,https://x.com/mirurobotics
2024_Summer,Winfunc,,https://www.linkedin.com/in/mufeed-vh/,https://twitter.com/mufeedvh,
2024_Summer,Winfunc,,https://www.linkedin.com/in/123vivekr,https://twitter.com/veev3x,
2024_Summer,Winfunc,Asterisk: AI-automated Security team,https://www.linkedin.com/in/mufeed-vh/,,https://github.com/stitionai/devika
2024_Summer,Winfunc,winfunc,https://www.linkedin.com/company/winfunc,https://x.com/winfunc,https://x.com/winfunc
2024_Summer,Guardian_Rf,,https://www.linkedin.com/in/lucas-r-422937242/,https://twitter.com/LucasRaskin,
2024_Summer,Guardian_Rf,,https://www.linkedin.com/in/john-andrzejewski/,,
2024_Summer,Guardian_Rf,,https://www.linkedin.com/in/eli-kerstein-64a98919a/,,
2024_Summer,Guardian_Rf,Guardian RF,https://www.linkedin.com/company/guardian-rf,https://x.com/Guardian_RF,
2024_Summer,Pharos,,https://linkedin.com/in/felix-brann,https://x.com/felix_brann,
2024_Summer,Pharos,,https://www.linkedin.com/in/matthewrj,,
2024_Summer,Pharos,🏥 Pharos - Automate reporting and prevent patient harm with AI,https://linkedin.com/in/felix-brann,,
2024_Summer,Pharos,Pharos,https://www.linkedin.com/company/104694129,,
2024_Summer,Prohostai,,https://www.linkedin.com/in/bulam/,https://twitter.com/bilguunu,
2024_Summer,Prohostai,,https://www.linkedin.com/in/aeriklawson/,,
2024_Summer,Prohostai,ProhostAI - AI property manager for Airbnb hosts,https://www.linkedin.com/in/bulam/,https://x.com/prohostAI,
2024_Summer,Prohostai,ProhostAI,https://www.linkedin.com/company/prohostai,https://twitter.com/prohostai,
2024_Summer,Codeviz,,https://www.linkedin.com/in/williamlmccall/,,
2024_Summer,Codeviz,📍🗺️ CodeViz - Visual map & GPS for your codebase,https://www.linkedin.com/in/liam-prevelige/,,
2024_Summer,Codeviz,CodeViz,https://linkedin.com/in/codeviz,https://x.com/codeviz_ai,https://x.com/codeviz_ai
2024_Summer,Phonely,,https://www.linkedin.com/in/william-bodewes/,,
2024_Summer,Phonely,,https://www.linkedin.com/in/nisalr,,
2024_Summer,Phonely,📞 Phonely - Humanlike AI receptionists,https://www.linkedin.com/in/william-bodewes/,https://x.com/phonely_ai,
2024_Summer,Phonely,Phonely,https://www.linkedin.com/company/phonely-ai/,https://x.com/phonely_ai,
2024_Summer,Et_Al,,https://www.linkedin.com/in/marie-van-der-klink/,,
2024_Summer,Et_Al,,https://www.linkedin.com/in/carine-fattal/,,
2024_Summer,Et_Al,et al. - Knowledge back on a scroll,https://www.linkedin.com/in/carine-fattal/,,
2024_Summer,Et_Al,et al.,http://linkedin.com/company/et-al-app/,,
2024_Summer,The_Forecasting_Company,,https://linkedin.com/in/geoffrey-negiar,https://twitter.com/geoffnegiar,
2024_Summer,The_Forecasting_Company,,https://linkedin.com/in/jfainberg,,
2024_Summer,The_Forecasting_Company,The Forecasting Company,https://www.linkedin.com/company/104348230/,https://x.com/forecastingco,https://x.com/forecastingco
2024_Summer,Autarc,,https://linkedin.com/in/etienne-krause,,
2024_Summer,Autarc,,https://linkedin.com/in/thies-hansen,,
2024_Summer,Autarc,,https://www.linkedin.com/in/marius-seufzer,,
2024_Summer,Autarc,🏡 autarc - The OS for heat pump installers,https://www.linkedin.com/in/marius-seufzer,,
2024_Summer,Autarc,autarc,https://www.linkedin.com/company/autarc-energy/,,https://github.com/autarcgmbh/
2024_Summer,Rewbi,,https://linkedin.com/in/thomas-marge,,
2024_Summer,Rewbi,,https://linkedin.com/in/derekmod,,
2024_Summer,Rewbi,Rewbi - Using AI to optimize grid-connected battery storage,https://linkedin.com/in/thomas-marge,,
2024_Summer,Rewbi,Rewbi,https://www.linkedin.com/company/rewbi,https://x.com/rewbienergy,
2024_Summer,Hamming_Ai,,https://linkedin.com/in/sumanyusharma,https://twitter.com/sumanyu_sharma,
2024_Summer,Hamming_Ai,🕵️ Hamming - Automated AI voice agent testing,https://www.linkedin.com/in/sumanyusharma,,
2024_Summer,Hamming_Ai,Hamming AI,https://www.linkedin.com/company/hamming-ai/,https://twitter.com/HammingAI,https://github.com/HammingHQ/
2024_Summer,Seals_Ai,,https://www.linkedin.com/in/luismariogarcia/,https://x.com/luismariogm,
2024_Summer,Seals_Ai,,https://www.linkedin.com/in/huriegas,https://twitter.com/heberuriegas,
2024_Summer,Seals_Ai,,https://www.linkedin.com/in/javiergzz/,,
2024_Summer,Seals_Ai,,https://www.linkedin.com/in/fernando-huerta-zuniga/,,
2024_Summer,Seals_Ai,Seals AI - AI Employees for Wholesalers & Distributors.,https://www.linkedin.com/in/luismariogarcia/,https://x.com/luismariogm,
2024_Summer,Overeasy,,https://linkedin.com/in/kellylu1,https://twitter.com/skyflylu,
2024_Summer,Overeasy,🥚Overeasy – Go from idea to CV model 100x faster,https://linkedin.com/in/anirudh-rahul-34a2bb195,,
2024_Summer,Overlap,,https://www.linkedin.com/in/jonathan-baer-profile/,https://x.com/jbaerofficial,
