id,name,slug,batch,status,one_liner,long_description,website,ycdc_company_url,all_locations,team_size,industry,subindustry,industries,tags,regions,stage,top_company,isHiring,nonprofit,former_names,small_logo_thumb_url,launched_at
325,Dropbox,dropbox,Summer 2007,Public,Backup and share files in the cloud.,"Dropbox is building the world’s first smart workspace.
Back in 2007, making work better for people meant designing a simpler way to keep files in sync. Today, it means designing products that reduce busywork so you can focus on the work that matters.

Most “productivity tools” get in your way. They constantly ping, distract, and disrupt your team’s flow, so you spend your days switching between apps and tracking down feedback. It’s busywork, not the meaningful stuff. We want to change this. 

We believe there’s a more enlightened way to work. Dropbox helps people be organized, stay focused, and get in sync with their teams.",http://dropbox.com,https://www.ycombinator.com/companies/dropbox,"San Francisco, CA, USA",4000,B2B,B2B -> Productivity,"B2B, Productivity",,"United States of America, America / Canada",Growth,True,False,False,,https://bookface-images.s3.amazonaws.com/small_logos/f09464ae6ddf165ef871115af711c89d6530057f.png,1326791328
326,Blue Frog Gaming,blue-frog-gaming,Summer 2007,Active,,Blue Frog Gaming,http://bluefroggaming.com,https://www.ycombinator.com/companies/blue-frog-gaming,"Akron, OH, USA",11,Consumer,Consumer -> Gaming,"Consumer, Gaming",,"United States of America, America / Canada",Growth,False,False,False,,/company/thumb/missing.png,1326791336
337,Anywhere.FM,anywhere-fm,Summer 2007,Acquired,,"Anywhere.fm lets you upload your music collection onto their site and then play your music anywhere from the web. They offer their own iTunes look-alike music player through which you can play your songs. The site also incorporates social networking aspects, allowing you to create your own profile and discover new music through Friend Radio.",http://anywhere.fm,https://www.ycombinator.com/companies/anywhere-fm,,11,Consumer,Consumer -> Content,"Consumer, Content",,Unspecified,Early,False,False,False,,/company/thumb/missing.png,1326791428
336,Appjet,appjet,Summer 2007,Acquired,,"Y Combinator funded AppJet is an online programming tool for building simple web apps. Founded by former MIT students, AppJet intends to simplify the process of writing web applications. The applications are programmed on a web based text editor in the simple but powerful JavaScript programming language. JavaScript is used on both the server and client side. They've included several bundles of code libraries for databases and more importantly interfacing with the Facebook API. In order to efficiently host users' applications, AppJet has developed their own application virtualization system. The system allocates processor time to active applications and cuts off greedy ones after running an alloted number of compiled lines of code to prevent abuse.

AppJet as a dev platform seems no longer to be active. There are some legacy downloads available, however.",http://appjet.com,https://www.ycombinator.com/companies/appjet,"San Francisco, CA, USA",3,B2B,"B2B -> Engineering, Product and Design","B2B, Engineering, Product and Design",,"United States of America, America / Canada",Early,False,False,False,,/company/thumb/missing.png,1326791417
335,Clickpass,clickpass,Summer 2007,Acquired,,"Clickpass provides single-sign-on services to enter into various websites by using a single password.

Clickpass is headquartered in San Francisco, California",http://clickpass.com,https://www.ycombinator.com/companies/clickpass,"London, England, United Kingdom; San Francisco, CA, USA",11,B2B,"B2B -> Engineering, Product and Design","B2B, Engineering, Product and Design",,"United Kingdom, United States of America, Europe, America / Canada",Early,False,False,False,,/company/thumb/missing.png,1326791406
333,ZumoDrive,zumodrive,Summer 2007,Acquired,Media in the cloud,,http://zumodrive.com,https://www.ycombinator.com/companies/zumodrive,"San Francisco, CA, USA; Burlingame, CA, USA",15,B2B,B2B -> Productivity,"B2B, Productivity",Media,"United States of America, America / Canada",Early,False,False,False,,/company/thumb/missing.png,1326791391
327,Disqus,disqus,Summer 2007,Acquired,Add comments to your website.,"We love the internet, and the colorful characters and interesting conversations that make up its diverse communities. Disqus exists to make better communities and an even better web. Today, our product ecosystem includes our established comment network (over 4 million websites that cover pretty much any topic imaginable), a growing advertising network, and our owned and operated platform. Originally founded in 2007 by CEO Daniel Ha and CTO Jason Yan, we’re changing the way people get into discussions about the things they love -- or are just curious about.",http://disqus.com,https://www.ycombinator.com/companies/disqus,"San Francisco, CA, USA",11,B2B,"B2B -> Engineering, Product and Design","B2B, Engineering, Product and Design",Community,"United States of America, America / Canada",Growth,False,False,False,,https://bookface-images.s3.amazonaws.com/small_logos/fb718afca7b940f8fcefff5f61a1eb17f9bbc3c0.png,1326791347
324,Songkick,songkick,Summer 2007,Acquired,,"Songkick is the great live music startup. Since 2007, we’ve set about making it as easy, fun and fair as possible for you to see your favorite artists live. Right now, more than 15 million music fans across the globe use Songkick to track their favorite artists, discover awesome concerts and never ever miss out.

With over 6 million event listings, we’re the biggest concert service on the planet. Across web, iPhone, Android, and through rich partnerships with Spotify, Pandora, Facebook and more, Songkick is the definitive and trusted home for live music online.

We’ve always put fans first. We’re a small, fast-moving team packed to the brim with digital expertise, committed to solving real problems for our users. Live music is for everyone, and we work hard to empower our community, add meaningful value and cut out the BS along the way.

We do our best work when we’re happy, respectful and relaxed. Our values and work ethic have got us far, and as we grow we’ll never shake that small startup feel. Earlier this year we became part of the Warner Music Group family, opening up epic new realms of opportunities to bring fans and artists closer together.

We're hiring: head over to https://www.songkick.com/jobs to see our open roles",http://songkick.com,https://www.ycombinator.com/companies/songkick,"England, United Kingdom",11,Consumer,"Consumer -> Travel, Leisure and Tourism","Consumer, Travel, Leisure and Tourism",,"United Kingdom, Europe",Early,False,False,False,,https://bookface-images.s3.amazonaws.com/small_logos/c112500f3b7989c53a9d6a6717d9c7df44423fd9.png,1326791318
342,Biographicon,biographicon,Summer 2007,Inactive,,,http://biographicon.com,https://www.ycombinator.com/companies/biographicon,,2,Consumer,Consumer -> Content,"Consumer, Content",,Unspecified,Early,False,False,False,,/company/thumb/missing.png,1326791469
341,Eivod,eivod,Summer 2007,Inactive,,,http://eivod.com,https://www.ycombinator.com/companies/eivod,"Boston, MA, USA",51,B2B,"B2B -> Engineering, Product and Design","B2B, Engineering, Product and Design",,"United States of America, America / Canada",Early,False,False,False,,/company/thumb/missing.png,1326791453
340,Fuzzwich,fuzzwich,Summer 2007,Inactive,,Fuzzwich is an online animation platform developed by Habit Industries.,http://fuzzwich.com,https://www.ycombinator.com/companies/fuzzwich,"San Francisco, CA, USA; Palo Alto, CA, USA",2,Consumer,Consumer -> Content,"Consumer, Content",,"United States of America, America / Canada",Early,False,False,False,,/company/thumb/missing.png,1326791446
339,Meetyu,meetyu,Summer 2007,Inactive,,,http://meetyu.com,https://www.ycombinator.com/companies/meetyu,"San Francisco, CA, USA",,Consumer,Consumer -> Social,"Consumer, Social",,"United States of America, America / Canada",Early,False,False,False,,/company/thumb/missing.png,1326791442
338,Reble,reble,Summer 2007,Inactive,P2P Music Sharing,"Reble offers a software download, only for windows, that allows users to stream music from your friends who also have installed Reble. It launched into public beta on Feb. 5th, 2008, and is a Y Combinator-funded company.",http://reble.fm,https://www.ycombinator.com/companies/reble,"Boston, MA, USA; San Francisco, CA, USA",2,Consumer,Consumer -> Content,"Consumer, Content",Music,"United States of America, America / Canada",Early,False,False,False,,/company/thumb/missing.png,1326791438
334,SocialPicks,socialpicks,Summer 2007,Inactive,SocialPicks was a platform where stock investors could exchange…,SocialPicks,http://socialpicks.com,https://www.ycombinator.com/companies/socialpicks,"New York City, NY, USA; New York, NY, USA",2,Consumer,Consumer -> Social,"Consumer, Social","Investing, Stocks","United States of America, America / Canada",Early,False,False,False,,/company/thumb/missing.png,1326791399
332,ContestMachine,contestmachine,Summer 2007,Inactive,Roll your own contest or giveaway.  No longer in business.,"ContestMachine is a web service that makes running promotions from any website easy. The service allows clients to run a contest or giveaway from their blog or website and handles the rest of the details, like collecting submissions and contacting winners. The service also allows clients varied options, like choosing entry requirements, start and end times, and the addition of prizes.",http://contestmachine.com,https://www.ycombinator.com/companies/contestmachine,"Southfield, MI, USA",2,B2B,B2B -> Marketing,"B2B, Marketing",Marketing,"United States of America, America / Canada",Early,False,False,False,,/company/thumb/missing.png,1326791384
331,Splashup,splashup,Summer 2007,Inactive,,"Splashup, formerly known as fauxto, is an online image editing service that provides some advanced tools and is unique for its incorporation of image editing layer effects. The site is still in beta, and so does not offer full editing capabilities yet.",http://splashup.com,https://www.ycombinator.com/companies/splashup,,2,Consumer,Consumer -> Social,"Consumer, Social",,Unspecified,Early,False,False,False,,/company/thumb/missing.png,1326791379
330,iJigg/Top440,ijigg-top440,Summer 2007,Inactive,,"iJigg is a social music site that lets users vote on submitted singles using Digg-like voting. The site's home page shows what popular or recent singles the iJigg community is ""jigging."" Users can rate songs, embed songs on MySpace or find similar music fans.

Competitors include Contrastream. Social music competitors include FineTune, Last.fm, Pandora and iLike.",http://ijigg.com,https://www.ycombinator.com/companies/ijigg-top440,"San Francisco, CA, USA",2,Consumer,Consumer -> Social,"Consumer, Social",,"United States of America, America / Canada",Early,False,False,False,,https://bookface-images.s3.amazonaws.com/small_logos/d45d3df3c7d0755008c0b38df7a0b2996472593c.png,1326791376
329,Hello Chair,hello-chair,Summer 2007,Inactive,,"Hello, Chair Inc. was founded in 2006 by Luke Iannini, Mike Jacobs and Kevin Corcoran to explore opportunities in applied machine learning and internet advertising. After receiving funding from Y-Combinator in 2007, we produced Adpinion, one of the first advertising networks to utilize user feedback to drive personalized targeting.

Our core technology — the recommendation engine called SparseReduce — has since proved infinitely adaptable in such diverse problem domains as Amazon product recommendation, eBay auction discovery, image and language comprehension, and Twitter stream exploration.

The latest application of SparseReduce is Appsaurus, an app discovery platform which was released on the eve of 2010 to overwhelming critical acclaim.

We're backed by some pretty incredible investors: Harrison Metal, Mitch Kapor, Chris Sacca, Y-Combinator and David Parker to name a few. We're also proud to have Alexis Ohanian as an advisor.",http://hellochair.com,https://www.ycombinator.com/companies/hello-chair,"San Francisco, CA, USA",,Consumer,Consumer -> Home and Personal,"Consumer, Home and Personal",,"United States of America, America / Canada",Early,False,False,False,,/company/thumb/missing.png,1326791363
