id,name,slug,batch,status,one_liner,long_description,website,ycdc_company_url,all_locations,team_size,industry,subindustry,industries,tags,regions,stage,top_company,isHiring,nonprofit,former_names,small_logo_thumb_url,launched_at
23202,Moxion Power Co.,moxion-power-co,Winter 2021,Inactive,Mobile Energy Storage Technology,"Moxion Power manufactures mobile energy storage products and technologies, which enable last-mile electrification in industries such as construction, transportation, events and entertainment, film production and telecommunications. ",https://www.moxionpower.com/,https://www.ycombinator.com/companies/moxion-power-co,"San Francisco, CA, USA; Richmond, CA, USA",380,Industrials,Industrials -> Energy,"Industrials, Energy","Energy Storage, Climate, Energy, Renewable Energy, Electric Vehicles","United States of America, America / Canada, Remote, Partly Remote",Growth,True,False,False,,https://bookface-images.s3.amazonaws.com/small_logos/7085b1cacdc3678e771186e5b7922d0cb6e93100.png,1614703120
22721,Zepto,zepto,Winter 2021,Active,10-Minute Grocery Delivery in India,"We deliver groceries in 10 minutes through a network of optimized micro-warehouses or 'dark stores' that we build across cities in India.

We're currently doing hundreds of millions of dollars in annual sales with best-in-class unit economics - come join us!",https://www.zeptonow.com/,https://www.ycombinator.com/companies/zepto,"MH, India",1300,Consumer,Consumer -> Food and Beverage,"Consumer, Food and Beverage","Grocery, Delivery","India, South Asia, Remote, Partly Remote",Growth,True,False,False,KiranaKart,https://bookface-images.s3.amazonaws.com/small_logos/b419835c59c3d3a4db7e0aaf094b54bb5cee0adb.png,1636637510
23661,Kiwify,kiwify,Winter 2021,Active,Create & sell online courses,"Kiwify enables anyone to create and sell their online course in Brazil.
We provide payment processing, video streaming and student management",https://kiwify.com.br,https://www.ycombinator.com/companies/kiwify,"SC, Brazil; Remote",200,Education,Education,Education,eLearning,"Brazil, Latin America, Remote, Fully Remote",Growth,False,False,False,,https://bookface-images.s3.amazonaws.com/small_logos/e83582d0b32eab86c10b29e18381c37106d89179.png,1614619534
23656,Nano Technologies,nano-technologies,Winter 2021,Active,Payroll app to pay workers daily for retailers & manufacturers in SEA,"Nano is an income streaming app which pays workers daily instead of monthly for retailers and manufacturers in South East Asia. 

This is essential because these employers compete for workers with the gig economy, which pays daily with a flexible work schedule. 

Nano integrates seamlessly with any HRM/Attendance Software from employers, helping them save turnover costs and build a more engaged and productive workforce.",http://www.vuiapp.vn,https://www.ycombinator.com/companies/nano-technologies,"Hanoi, Vietnam",17,Fintech,Fintech -> Credit and Lending,"Fintech, Credit and Lending","Fintech, SaaS","Vietnam, Southeast Asia",Early,False,False,False,Nano Technologies Pte Ltd,https://bookface-images.s3.amazonaws.com/small_logos/b845da29a5d48b75776ba0a4567d441e54d5cac3.png,1614656815
23645,Flux,flux-2,Winter 2021,Active,Cross border Payments infrastructure for internet businesses and…,"We are building Flux- Flux is a Mobile App for merchants, freelancers, regular users(P2P) to make and accept payments from their customers anywhere in the world using crypto or fiat.
We have built a mobile app that uses the merchants’ phone number, creates a wallet enabling them to receive payments in crypto or fiat without having to go to an exchange or pay expensive fees. Merchants can accept payments in crypto or in fiat.
Payments made in Crypto can easily convert into fiat due to the built in fast reconciliation and is made available for spending immediately.
Currently the vast majority merchants receive payments in crypto because of two issues (1) Paypal, Venmo, CashApp or Square to not exist in Africa and (2) the local currency fluctuates more than bitcoin due to inflation. But in order for merchants to receive money in crypto and exchange it into fiat they resort to crypto exchange apps and crypto addresses to receive payments which is a very complicated and expensive process. Merchants want to be paid quickly with the lowest amount of fees possible. This is why we are building Flux",https://iflux.app,https://www.ycombinator.com/companies/flux-2,"Lagos, LA, Nigeria; LA, Nigeria",8,Fintech,Fintech -> Payments,"Fintech, Payments","DeFi, Crypto / Web3","Nigeria, Africa, Remote, Partly Remote",Early,False,False,False,Blueloop,https://bookface-images.s3.amazonaws.com/small_logos/4a0fc23e62bbe4d36af07ab93903e299d59ef9e1.png,1633034159
23642,Meru.com,meru-com,Winter 2021,Active,The one-stop-shop for auto-parts in Mexico.,"Meru is a platform that is optimizing the automotive aftermarket supply chain for mechanics in Latin America.
",https://meru.com,https://www.ycombinator.com/companies/meru-com,"Mexico City, CDMX, Mexico",70,B2B,B2B -> Retail,"B2B, Retail","Fintech, Marketplace","Mexico, Latin America, Remote, Partly Remote",Early,False,False,False,Meru,https://bookface-images.s3.amazonaws.com/small_logos/d9238e86542fecb16b8599ba8f4748c9160f7266.png,1614200309
23636,Humance,humance,Winter 2021,Active,AI that keeps complex construction projects on schedule.,"Humance is building an AI-powered project management tool for the construction industry, where work is highly coordinated and delays are costly.

Large projects involve dozens of interdependent workstreams where a single setback can cascade unpredictably through the entire timeline. Today, most project managers track this manually — tracing dependencies by hand, updating schedules, and notifying stakeholders one by one. It's slow, error-prone, and pulls focus away from the higher-order decisions that demand real expertise.

Experienced project managers carry deep knowledge — of sequencing, trade-offs, site realities, and stakeholder dynamics — that no tool can replicate. Humance is built around that expertise. By handling the mechanical work of dependency tracking and schedule coordination, it frees project managers to do what they're actually skilled at: exercising judgment, managing complexity, and keeping the big picture in view.",https://www.humance.tech/,https://www.ycombinator.com/companies/humance,Remote,3,Real Estate and Construction,Real Estate and Construction -> Construction,"Real Estate and Construction, Construction","Artificial Intelligence, Construction, B2B, Scheduling","Remote, Fully Remote",Early,False,False,False,"Angkm, Blushh, blushh, Blushh, R.care",https://bookface-images.s3.amazonaws.com/small_logos/987667192d91a0ec07b29e6a9afb25d541d6a722.png,1614638320
23635,Kanda,kanda,Winter 2021,Active,Affirm for general contractors,Kanda is building Affirm for general contractors. We allow contractors to offer financing to homeowners who want to remodel but can’t pay the full price upfront.,https://www.getkanda.com/,https://www.ycombinator.com/companies/kanda,"Birmingham, England, United Kingdom; Remote",8,Fintech,Fintech -> Credit and Lending,"Fintech, Credit and Lending","Fintech, SaaS, Proptech","United Kingdom, Europe, Remote, Fully Remote",Early,False,False,False,Kanda Products & Services Ltd,https://bookface-images.s3.amazonaws.com/small_logos/12721c77ec6abed4cfdc871f289cbeee71a330f6.png,1614624486
23634,Ollama,ollama,Winter 2021,Active,Get up and running with large language models.,,https://ollama.com,https://www.ycombinator.com/companies/ollama,"San Francisco, CA, USA",,B2B,B2B -> Infrastructure,"B2B, Infrastructure","Artificial Intelligence, Developer Tools, Open Source","United States of America, America / Canada",Growth,False,False,False,"Name TBD, Infra",https://bookface-images.s3.amazonaws.com/small_logos/c1121bda8391be946b0390232fa3c953a095536e.png,1652795204
23633,Chorus Sleep,chorus-sleep,Winter 2021,Active,Mobile app and coaching program that helps employees sleep better,"Chorus is a mobile app and coaching program that helps employees sleep better. We do this by combining sleep coaching, short lessons, and relaxing audio sessions that help employees, and their families, fall asleep faster and get better quality sleep through the night.

",https://www.chorussleep.com/,https://www.ycombinator.com/companies/chorus-sleep,"San Francisco, CA, USA; Remote",4,B2B,B2B,B2B,"Mental Health Tech, Sleep Tech, Health Tech","United States of America, America / Canada, Remote, Fully Remote",Early,False,False,False,Chorus,https://bookface-images.s3.amazonaws.com/small_logos/2209f1056e08d9a2cdab2f60164a841d0e1ba861.png,1613415040
